document_id,document_name,hazard_type,statement_key,threshold_index,total_thresholds,threshold_text,source_authority,lead_time,is_conditional,condition_dependency,activation_type,has_stop_mechanism,forecast_variable,threshold_operator,threshold_value,threshold_unit,probability_value,lead_time_value,timeframe_unit,normalized_source,geographic_scope_type,geographic_scope_label,accumulation_window_value,accumulation_window_unit,persistence_value,persistence_unit,is_observational,referenced_eap_id,within_statement_connector,cross_statement_connector,llm_used,llm_error,original_variable,canonical_variable,subcategory,taxonomy_match_method,taxonomy_match_confidence
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,0,6,Confirmed cholera case or spikes in AWD cases in a neighboring location to selected PAMIs,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,Confirmed cholera cases,>=,1.0,cases,,3.0,months,SRCS,administrative_unit,neighboring location to selected PAMIs,,,,,True,MDRSO023,OR,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,1,6,Activation of the SRCS drought EAP (MDRSO019),"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,Activation status,=,1.0,activation,,3.0,months,SRCS,national,,,,,,True,MDRSO019,,AND,azure_openai,,Activation status,Alert/Warning Status,Cholera,llm_disambiguation,0.9
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,2,6,Flooding and extensive rains in selected PAMI,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,3,6,Drought followed by heavy rains in selected PAMI,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,4,6,Drought EAP is activated,"Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,Drought status,=,1.0,activation,,3.0,months,SRCS,national,,,,,,False,MDRSO023,,AND,azure_openai,,Drought status,Alert/Warning Status,Drought EAP activation,llm_disambiguation,0.9
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_1,5,6,"Increased malnutrition rates (GAM cases >10%) coinciding with heavy rains, flooding, or droughts","Somali Red Crescent Society (SRCS), Ministry of Health, National Disaster and Food Reserve Authority (NADFOR), Somalia Acute Malnutrition Projection dashboard",Up to 3 months from T1 activation to likely T2 activation,False,,dual-trigger,True,Global acute malnutrition rate,>,10.0,percent,,3.0,months,SRCS,national,,,,,,True,MDRSO023,OR,AND,azure_openai,,Global acute malnutrition rate,Infectious Disease,Cholera,llm_disambiguation,0.9
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,0,3,Doubling of AWD/ADD CBS true signals from at least 5 to at least 10 signals within one week,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True,Confirmed cholera cases,>=,10.0,cases,,10.0,days,SRCS,count_threshold,at least 5 signals,7.0,days,,,True,MDRSO023,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,1,3,Confidential information from Ministry of Health indicating a rise in AWD/ADD cases,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True,Confirmed cholera cases,>=,1.0,cases,,10.0,days,SRCS,national,,,,,,True,MDRSO023,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16467,Somalia - Cholera sEAP (MDRSO023),Cholera,trigger_statement_2,2,3,Ministry of Health confirmation of AWD/Cholera cases,"Somali Red Crescent Society (SRCS) CBS system, Ministry of Health (MoH), SRCS Emergency Operations Centre (EoC)",10 days from T2 activation to implementation of early actions,False,,dual-trigger,True,Confirmed cholera cases,>=,1.0,cases,,10.0,days,MoH,national,,,,,,True,MDRSO023,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,0,4,50% probability according to ECMWF,"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False,Seasonal precipitation,>=,0.0,percentile,50.0,5.0,days,ECMWF,national,,,,,,False,MDRAL009,,,azure_openai,,Seasonal precipitation,Precipitation,Seasonal precipitation,llm_disambiguation,0.9
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,1,4,At least 3 consecutive days in Tirana,"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False,Heatwave duration,>=,3.0,days,,5.0,days,ECMWF,administrative_unit,Tirana,,,3.0,days,False,MDRAL009,,,azure_openai,,Heatwave duration,Temperature,Heatwave duration,llm_disambiguation,0.9
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,2,4,Expected maximum temperature higher than the 95th percentile of monthly historical maximum temperatures for June-September (2000-2024),"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False,Maximum temperature,>,95.0,percentile,,5.0,days,ECMWF,national,,,,,,False,MDRAL009,,,azure_openai,,Maximum temperature,Temperature,Heatwave,llm_disambiguation,1.0
16473,Albania - Heatwave sEAP (MDRAL009),Heatwave,trigger_statement_1,3,4,Expected minimum temperature higher than the 95th percentile of monthly historical minimum temperatures for June-September (2000-2024),"ECMWF (European Centre for Medium-Range Weather Forecasts), monitored by Albanian Institute of Geoscience (IGEO)",5 days,False,,single-trigger,False,Minimum temperature,>,95.0,percentile,,5.0,days,ECMWF,national,,,,,,False,MDRAL009,,,azure_openai,,Minimum temperature,Temperature,Minimum temperature above 95th percentile,llm_disambiguation,1.0
16479,Lebanon - Cold Wave sEAP (MDRLB019),Cold Wave,trigger_statement_1,0,2,Median ensemble member of ECMWF forecasts daily maximum temperature at Zahle below 2°C with a lead time of 7 days,ECMWF (European Centre for Medium-Range Weather Forecasts),"7 days for activation, 5 days for stop mechanism",False,,single-trigger,True,Max temperature,<,2.0,°C,,7.0,days,ECMWF,administrative_unit,Zahle,,,,,False,MDRLB019,,,azure_openai,,Max temperature,Temperature,Max temperature,deterministic_alias,1.0
16479,Lebanon - Cold Wave sEAP (MDRLB019),Cold Wave,trigger_statement_1,1,2,Median ensemble member of ECMWF forecasts daily maximum temperature at Zahle below 2°C with a lead time of 5 days (stop mechanism),ECMWF (European Centre for Medium-Range Weather Forecasts),"7 days for activation, 5 days for stop mechanism",False,,single-trigger,True,Daily maximum temperature,<,2.0,°C,,7.0,days,ECMWF,national,,,,,,False,MDRLB019,,,azure_openai,,Daily maximum temperature,Temperature,Cold Wave,llm_disambiguation,1.0
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,0,3,Meteorological Department forecasts average rainfall exceeding 100mm in the Western Province,"National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False,Rainfall total,>=,100.0,mm,,4.0,weeks,NDCU,regional,Western Province,,,,,False,MDRLK022,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,1,3,"Weekly dengue caseload exceeding 1,500 cases in May, June, July, December, and January","National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False,Confirmed dengue cases,>,1500.0,cases,,4.0,weeks,NDCU,national,,1.0,weeks,,,True,MDRLK022,,AND,azure_openai,,Confirmed dengue cases,Infectious Disease,Dengue,llm_disambiguation,1.0
16482,Sri Lanka - Dengue sEAP (MDRLK022),Dengue,trigger_statement_1,2,3,Weekly dengue caseload in target districts exceeds 1.5 times their average caseload,"National Dengue Control Unit (NDCU), Meteorological Department, Ministry of Health (MoH)",2 to 4 weeks (for rainfall readiness trigger),True,Early action triggers depend on the readiness trigger indicating favorable meteorological conditions; readiness trigger precedes early action triggers,dual-trigger,False,Confirmed dengue cases,>=,1.5,times average caseload,,4.0,weeks,NDCU,count_threshold,target districts,1.0,weeks,,,True,MDRLK022,,AND,azure_openai,,Confirmed dengue cases,Infectious Disease,Dengue,llm_disambiguation,1.0
16486,Fiji - Tropical Cyclone  sEAP (MDRFJ008),Storm,trigger_statement_1,0,2,Category 4 or 5 cyclone within 250 km of Fiji,"Regional Specialized Meteorological Centre (RSMC) in Nadi, operated by Fiji Meteorological Services (FMS)",Two stages: readiness trigger at 120 hours (5 days) lead time based on unofficial forecast; activation trigger at 72 hours (3 days) lead time based on official forecast,True,The activation trigger (72 hours lead time) is conditional on the readiness trigger (120 hours lead time) being met first,dual-trigger,False,Cyclone category,>=,4.0,category,,5.0,days,FMS,regional,Fiji,,,,,False,MDRFJ008,,THEN,azure_openai,,Cyclone category,Alert/Warning Status,Cyclone category,llm_disambiguation,0.9
16486,Fiji - Tropical Cyclone  sEAP (MDRFJ008),Storm,trigger_statement_1,1,2,"Category 3, 4, or 5 cyclone making landfall in Fiji","Regional Specialized Meteorological Centre (RSMC) in Nadi, operated by Fiji Meteorological Services (FMS)",Two stages: readiness trigger at 120 hours (5 days) lead time based on unofficial forecast; activation trigger at 72 hours (3 days) lead time based on official forecast,True,The activation trigger (72 hours lead time) is conditional on the readiness trigger (120 hours lead time) being met first,dual-trigger,False,Cyclone category,>=,3.0,category,,5.0,days,RSMC Nadi,national,Fiji,,,,,False,MDRFJ008,OR,AND,azure_openai,,Cyclone category,Alert/Warning Status,Storm,llm_disambiguation,1.0
16494,Tanzania - Flood EAP (MDRTZ041),Flood,trigger_statement_1,0,2,"A severe rainfall warning (orange) or major warning (red) is issued in over 10 administrative regions across more than three river basins, lasting at least two consecutive days",Tanzania Meteorological Authority (TMA),1 to 5 days,False,,single-trigger,True,Rainfall total,>=,1.0,warning level,,5.0,days,TMA,count_threshold,over 10 administrative regions across more than three river basins,,,2.0,days,True,MDRTZ041,OR,,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,0.95
16494,Tanzania - Flood EAP (MDRTZ041),Flood,trigger_statement_1,1,2,At least one advisory-level warning (yellow) is present on any of the remaining days within the five-day forecast,Tanzania Meteorological Authority (TMA),1 to 5 days,False,,single-trigger,True,Advisory-level warning presence,>=,1.0,warnings,,5.0,days,TMA,national,,,,,,False,MDRTZ041,,,azure_openai,,Advisory-level warning presence,Alert/Warning Status,Flood Advisory,llm_disambiguation,0.95
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,0,5,Cumulative monthly rainfall above the 1991-2020 reference average in the Agneby basin (Agboville),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True,Seasonal precipitation,>=,100.0,percentile,,5.0,days,ECMWF,watershed_basin,Agneby basin (Agboville),1.0,months,,,False,MDRCI017,AND,AND,azure_openai,,Seasonal precipitation,Precipitation,Cumulative monthly rainfall above 1991-2020 average,llm_disambiguation,1.0
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,1,5,Fanfar forecast on orange alert,"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True,,,,,,,,,,,,,,,,,,,azure_openai,"1 validation error for NormalizedThreshold
threshold_value
  Input should be a valid number [type=float_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.12/v/float_type",,Other,Other,other_fallback,0.0
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,2,5,Beacon water level in orange alert at 695 cm (significant threshold),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True,Water level,=,695.0,cm,,5.0,days,ECMWF,watershed_basin,N'Zi basin,,,,,False,MDRCI017,AND,AND,azure_openai,,Water level,Hydrological Flow,Water level,deterministic_alias,1.0
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,3,5,Beacon water level in orange alert at 665 cm (significant threshold),"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True,River discharge,=,665.0,cm,,5.0,days,ECMWF,watershed_basin,N'Zi basin,,,,,False,MDRCI017,AND,AND,azure_openai,,River discharge,Hydrological Flow,River discharge,llm_disambiguation,1.0
16513,Côte d'Ivore - Floods sEAP (MDRCI017),Flood,trigger_statement_1,4,5,ECMWF Extreme Forecast Index (EFI) greater than or equal to 0.8 forecasting rainfall ≥ 92 mm in next 5 days,"Fanfar forecast system, National Meteorological Directorate, Directorate of Hydrology, ECMWF (European Centre for Medium-Range Weather Forecasts)",5 days,True,"Trigger requires cumulative rainfall above historical average AND Fanfar forecast orange alert AND beacon water level at specified thresholds; for N'Zi basin, additionally requires EFI index forecast of heavy rainfall",dual-trigger,True,Extreme Forecast Index,>=,0.8,index,,5.0,days,ECMWF,watershed_basin,N'Zi basin,,,,,False,MDRCI017,,AND,azure_openai,,Extreme Forecast Index,Precipitation,Extreme Forecast Index,llm_disambiguation,0.9
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,0,4,"Chocó: 1,290 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False,Displaced persons,>=,1290.0,persons,,5.0,days,OCHA,regional,Chocó,,,,,True,MDRCO031,,,azure_openai,,Displaced persons,Population Impact,Displaced persons,llm_disambiguation,1.0
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,1,4,"Cauca: 1,696 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False,Displaced persons,>=,1696.0,persons,,5.0,days,OCHA,regional,Cauca,,,,,True,MDRCO031,,,azure_openai,,Displaced persons,Population Impact,Displaced persons,llm_disambiguation,1.0
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,2,4,"Nariño: 3,040 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False,Displaced persons,>=,3040.0,persons,,5.0,days,OCHA,administrative_unit,Nariño,,,,,True,MDRCO031,,,azure_openai,,Displaced persons,Population Impact,Displaced persons,llm_disambiguation,1.0
16527,Colombia - Forced Displacement sEAP (MDRCO031),Population Movement,trigger_statement_1,3,4,"Valle del Cauca: 2,078 displaced persons","Transitional Justice Committee, OCHA, Ombudsman's Office",3 to 5 calendar days after activation,False,,single-trigger,False,Displaced persons,>=,2078.0,persons,,5.0,days,OCHA,administrative_unit,Valle del Cauca,,,,,True,MDRCO031,,,azure_openai,,Displaced persons,Population Impact,Displaced persons,llm_disambiguation,1.0
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_1,0,1,Nino3.4 index equal or greater than 0.5K in NDJ average forecast issued in July,European Centre for Medium-Range Weather Forecasts (ECMWF),3 months (forecast issued in July for NDJ period),False,,multi-stage,True,Nino3.4 index,>=,0.5,K,,3.0,months,ECMWF,national,,,,,,False,MDRZM025,,,azure_openai,,Nino3.4 index,Other,Nino3.4 index,other_fallback,0.9
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,0,3,Below average precipitation forecast,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True,Seasonal precipitation,<=,33.33,percentile,,3.0,months,ECMWF,national,,,,,,False,MDRZM025,,,azure_openai,,Seasonal precipitation,Precipitation,Below average precipitation forecast,llm_disambiguation,0.95
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,1,3,At least 45% probability of below average precipitation tercile,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True,Seasonal precipitation,<=,33.33,percentile,45.0,3.0,months,ECMWF,national,,,,,,False,MDRZM025,,INDEPENDENT,azure_openai,,Seasonal precipitation,Precipitation,Seasonal below average precipitation probability,llm_disambiguation,0.95
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_2,2,3,Forecast issued in October,European Centre for Medium-Range Weather Forecasts (ECMWF) SEAS5 seasonal forecast,3 months (forecast issued in October for upcoming rainy season),False,No dependency on Trigger 0; can activate independently.,multi-stage,True,Seasonal precipitation,>=,0.0,percentile,,3.0,months,ECMWF,national,,,,,,False,MDRZM025,,INDEPENDENT,azure_openai,,Seasonal precipitation,Precipitation,Seasonal precipitation,llm_disambiguation,0.9
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_3,0,2,Ministry of Agriculture Crop Forecast Survey Index (CFSI) projects 40% or greater crop losses,Ministry of Agriculture Crop Forecast Survey Index (CFSI) and Zambia Meteorological Department (ZMD),0-1 month (March-April projections and rainfall monitoring during DJFM),False,"Can activate independently of Trigger 0 and Trigger 1; if only Trigger 2 is met, only second set of early actions are implemented.",multi-stage,True,Crop loss percentage,>=,40.0,%,,1.0,months,ZMD,national,,,,,,False,MDRZM025,,INDEPENDENT,azure_openai,,Crop loss percentage,Agricultural Impact,Crop loss percentage,llm_disambiguation,0.95
16531,Zambia - Drought EAP2024ZM02 (MDRZM025),Drought,trigger_statement_3,1,2,More than 21 consecutive days of no rain greater than 1mm during December to March (DJFM),Ministry of Agriculture Crop Forecast Survey Index (CFSI) and Zambia Meteorological Department (ZMD),0-1 month (March-April projections and rainfall monitoring during DJFM),False,"Can activate independently of Trigger 0 and Trigger 1; if only Trigger 2 is met, only second set of early actions are implemented.",multi-stage,True,Rainfall total,<=,1.0,mm,,1.0,months,ZMD,national,,21.0,days,21.0,days,False,MDRZM025,,INDEPENDENT,azure_openai,,Rainfall total,Precipitation,Drought,llm_disambiguation,0.9
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,0,3,Flood forecast corresponding to a 5-year return period,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True,Flood return period probability,>=,5.0,years,,8.0,days,DNH,national,,,,,,False,MDRML021,,,azure_openai,,Flood return period probability,Hydrological Flow,Flood return period probability,llm_disambiguation,0.95
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,1,3,Water levels exceeding the 5-year return period threshold at key monitoring stations,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True,Flood return period probability,>=,5.0,years,,8.0,days,DNH,station_gauge,key monitoring stations,,,,,False,MDRML021,,,azure_openai,,Flood return period probability,Hydrological Flow,Flood return period probability,llm_disambiguation,0.95
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,2,3,Flood activation thresholds ranging from 370 cm in Bamako to 859 cm in Kayes,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True,River discharge,>=,370.0,cm,,8.0,days,DNH,administrative_unit,Bamako,,,,,False,MDRML021,OR,,azure_openai,,River discharge,Hydrological Flow,River discharge,llm_disambiguation,1.0
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_1,0,2,"Flooding affecting more than 2,000 people","National Meteorological Directorate, Community-Based Early Warning System (SCAP), CRC volunteers and local authorities",2 months,False,,dual-trigger,True,Flooding impact,>,2000.0,people,,2.0,months,NMD,national,,,,,,False,MDRCM040,,AND,azure_openai,,Flooding impact,Population Impact,"Flooding affecting more than 2,000 people",llm_disambiguation,0.9
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_1,1,2,Heavy rainfall of at least 50 mm per day for four consecutive days,"National Meteorological Directorate, Community-Based Early Warning System (SCAP), CRC volunteers and local authorities",2 months,False,,dual-trigger,True,Rainfall total,>=,50.0,mm,,2.0,months,NMD,national,,1.0,days,4.0,days,False,MDRCM040,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,0,3,At least five community alert cases of Acute Watery Diarrhea (AWD) within the same district in a single week,"Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True,Confirmed cholera cases,>=,5.0,cases,,5.0,days,Ministry of Health,administrative_unit,same district,7.0,days,,,True,MDRCM040,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,1,3,"At least five suspected cholera cases in the same district in a single week, reported by the Ministry of Health","Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True,Confirmed cholera cases,>=,5.0,cases,,5.0,days,Ministry of Health,administrative_unit,same district,7.0,days,,,True,MDRCM040,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,2,3,"At least one confirmed cholera case in a neighboring district or cross-border area, validated by the Ministry of Health","Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True,Confirmed cholera cases,>=,1.0,cases,,5.0,days,Ministry of Health,administrative_unit,neighboring district or cross-border area,,,,,True,MDRCM040,,AND,azure_openai,,Confirmed cholera cases,Infectious Disease,Cholera,llm_disambiguation,1.0
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,0,4,Orange warning (special attention) indicating rainfall intensity of 10-20 mm/hr or 50-100 mm/day,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False,Rainfall intensity,between,10.0,mm/hr,,5.0,days,DNMG,national,,,,,,False,MDRTL001,OR,AND,azure_openai,,Rainfall intensity,Precipitation,Rainfall intensity,llm_disambiguation,0.95
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,1,4,Orange warning in more than three target municipalities,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False,Flood warning level,>=,1.0,warning level,,5.0,days,DNMG,count_threshold,more than three target municipalities,,,,,False,MDRTL001,,AND,azure_openai,,Flood warning level,Alert/Warning Status,Flood,llm_disambiguation,0.95
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,2,4,Orange warning sustained for three consecutive days or more within a 5-day forecast period,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False,Orange warning,>=,3.0,days,,5.0,days,DNMG,national,,,,3.0,days,False,MDRTL001,,AND,azure_openai,,Orange warning,Alert/Warning Status,Flood,llm_disambiguation,0.95
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,3,4,Expected cumulative rainfall total of 150 mm or more during the forecasted period,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False,Rainfall total,>=,150.0,mm,,5.0,days,DNMG,national,,,,,,False,MDRTL001,,AND,azure_openai,,Rainfall total,Precipitation,Rainfall total,llm_disambiguation,1.0
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,0,5,Red warning (alert) indicating rainfall intensity of more than 20 mm/hr or daily total of more than 100 mm,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False,Rainfall intensity,>,20.0,mm/hr,,3.0,days,DNMG,national,,24.0,hours,,,False,MDRTL001,OR,AND,azure_openai,,Rainfall intensity,Precipitation,Rainfall intensity,llm_disambiguation,0.95
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,1,5,Red warning issued in any target municipality,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False,Red warning issued,=,1.0,warning,,3.0,days,DNMG,administrative_unit,any target municipality,,,,,True,MDRTL001,,AND,azure_openai,,Red warning issued,Alert/Warning Status,Flood,llm_disambiguation,1.0
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,2,5,Red warning sustained for two consecutive days within a 3-day forecast period,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False,Red warning,>=,1.0,warning,,3.0,days,DNMG,national,,,,2.0,days,False,MDRTL001,,AND,azure_openai,,Red warning,Alert/Warning Status,Flood,llm_disambiguation,0.95
