document_id,document_name,hazard_type,statement_key,threshold_index,total_thresholds,threshold_text,source_authority,lead_time,is_conditional,condition_dependency,activation_type,has_stop_mechanism
16542,Mali - Flood EAP (MDRML021),Flood,trigger_statement_1,2,3,Flood activation thresholds ranging from 370 cm in Bamako to 859 cm in Kayes,National Directorate of Hydraulics (DNH) and Mali Météo,4 to 8 days,False,,single-trigger,True
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_1,0,2,"Flooding affecting more than 2,000 people","National Meteorological Directorate, Community-Based Early Warning System (SCAP), CRC volunteers and local authorities",2 months,False,,dual-trigger,True
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_1,1,2,Heavy rainfall of at least 50 mm per day for four consecutive days,"National Meteorological Directorate, Community-Based Early Warning System (SCAP), CRC volunteers and local authorities",2 months,False,,dual-trigger,True
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,0,3,At least five community alert cases of Acute Watery Diarrhea (AWD) within the same district in a single week,"Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,1,3,"At least five suspected cholera cases in the same district in a single week, reported by the Ministry of Health","Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True
16562,Cameroon - Cholera EAP (MDRCM040),Cholera,trigger_statement_2,2,3,"At least one confirmed cholera case in a neighboring district or cross-border area, validated by the Ministry of Health","Ministry of Health surveillance reports, situation reports (SitRep), CRC community-based surveillance",5 days,True,Trigger 2 activation is conditional on Trigger 1 having been activated in the same district within the last three months,dual-trigger,True
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,0,4,Orange warning (special attention) indicating rainfall intensity of 10-20 mm/hr or 50-100 mm/day,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,1,4,Orange warning in more than three target municipalities,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,2,4,Orange warning sustained for three consecutive days or more within a 5-day forecast period,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_1,3,4,Expected cumulative rainfall total of 150 mm or more during the forecasted period,National Directorate for Meteorology and Geophysics (DNMG),5 days,False,,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,0,5,Red warning (alert) indicating rainfall intensity of more than 20 mm/hr or daily total of more than 100 mm,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,1,5,Red warning issued in any target municipality,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,2,5,Red warning sustained for two consecutive days within a 3-day forecast period,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,3,5,Expected cumulative rainfall total of more than 200 mm in next 72 hours,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False
16566,Timor Leste - Flood sEAP (MDRTL001),Flood,trigger_statement_2,4,5,Evacuation early action triggered only at 24-hour lead time,National Directorate for Meteorology and Geophysics (DNMG),3 days for activation of early actions; 24 hours for evacuation early action,True,Trigger 2 activation depends on forecasted red warning after Trigger 1 preparedness phase,dual-trigger,False
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,0,3,Total daily rainfall exceeding 50 mm (initial threshold for flood risk),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,1,3,Rainfall exceeding 100 mm in 24 hours with 80% probability (BMKG forecast),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_1,2,3,Rainfall exceeding 80 mm/day (BNPB Prevention Dashboard),"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), BNPB (National Disaster Management Agency)","Up to 3 days ahead (BMKG forecast), up to 2 days ahead (BNPB Dashboard)",False,,multi-stage,False
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_2,0,2,Rainfall intensity exceeding 50 mm in 6 hours with over 60% probability during the 6 days prior to peak,"BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), SIHKA PUPR (Public Works and Housing Ministry), BNPB Prevention Dashboard","6 days prior to peak (pre-activation), hourly updates for water levels",True,Pre-activation stage precedes full activation based on higher rainfall thresholds,multi-stage,False
16567,Indonesia - Flood EAP (MDRID027),Flood,trigger_statement_2,1,2,"River water level monitoring categorized as Alert (Waspada), Standby (Siaga), or Warning (Awas)","BMKG (Indonesian Meteorology, Climatology, and Geophysics Agency), SIHKA PUPR (Public Works and Housing Ministry), BNPB Prevention Dashboard","6 days prior to peak (pre-activation), hourly updates for water levels",True,Pre-activation stage precedes full activation based on higher rainfall thresholds,multi-stage,False
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_1,0,1,Greater than 60% chance of a tropical storm or hurricane entering the DGOA emergency stage watch area within the next 7 days,U.S. National Hurricane Center (NHC),7 days,False,,dual-trigger,False
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_2,0,2,Accumulated rainfall forecast exceeding 200 mm over a 3-day period,General Directorate of the Hazards and Natural Resources Observatory (DGOA),3 days,True,Trigger 2 activation is conditional on Trigger 1 being fulfilled first,dual-trigger,False
16568,El Salvador -Extreme Rainfall sEAP (MDRSV018),Extreme Rainfall,trigger_statement_2,1,2,Forecast period: May through November,General Directorate of the Hazards and Natural Resources Observatory (DGOA),3 days,True,Trigger 2 activation is conditional on Trigger 1 being fulfilled first,dual-trigger,False
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,0,3,Ignition probability equal to or greater than 70%,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,1,3,Wind speed equal to or greater than 20 Km/h,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True
16569,Chile - Wildfire sEAP (MDRCL018),Wildfire,trigger_statement_1,2,3,Relative humidity less than 30% in the threatened territory,"CONAF (National Forestry Corporation), Red Button forecast system",8 days in advance,False,,single-trigger,True
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,0,5,Heat Index (HI) ≥ 62.6 for Yangon (Kaba Aye) for at least 3 consecutive days,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,1,5,Heat Index (HI) ≥ 58.2 for Mandalay for at least 3 consecutive days,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,2,5,Heat Index corresponds to more than 90th percentile values for summer months (March-May),Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,3,5,Forecast lead time maximum 5 days including 3 days heatwave duration,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True
16618,Myanmar - Heatwave sEAP (MDRMM022),Heatwave,trigger_statement_1,4,5,Observed HI and forecasted HI for next two days must surpass thresholds for cash distribution continuation,Department of Meteorology & Hydrology (DMH) Myanmar; Numerical Weather Prediction (NWP) model; Indian Meteorology Department (IMD) for pre-activation,Up to 5 days lead time including 3 days heatwave duration; pre-activation trigger 10 days before heatwave onset,True,The cash distribution is conditional on the forecasted and observed HI thresholds being met for consecutive 3 days; pre-activation trigger from IMD 10 days prior initiates preparatory actions before main trigger confirmation.,multi-stage,True
16633,Burkina Faso - Heatwave sEAP (MDRBF020),Heatwave,trigger_statement_1,0,2,Maximum temperature of 42.4°C or higher,National Meteorological Agency (ANAM),4 days,False,,single-trigger,False
16633,Burkina Faso - Heatwave sEAP (MDRBF020),Heatwave,trigger_statement_1,1,2,Duration of at least 3 consecutive days,National Meteorological Agency (ANAM),4 days,False,,single-trigger,False
16646,Colombia - Drought sEAP (MDRCO027),Drought,trigger_statement_1,0,2,50% probability that rainfall will be below normal for the next three months,"Institute of Hydrology, Meteorology and Environmental Studies (IDEAM)",3 months ahead,False,,single-trigger,False
16646,Colombia - Drought sEAP (MDRCO027),Drought,trigger_statement_1,1,2,Standardized Precipitation Index (SPI) forecast indicates moderate drought with values equal or below -1.4 for the same three months,"Institute of Hydrology, Meteorology and Environmental Studies (IDEAM)",3 months ahead,False,,single-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,0,4,El Niño event forecast in region 3.4,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,1,4,60% probability,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,2,4,Forecast horizon of 3 to 4 months,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_1,3,4,Based on official IRI-CPC forecast until April of the current year or earlier in the previous year,"General Directorate of Threat Observatory and Natural Resources (DGOA), official IRI-CPC forecast",3 to 4 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,0,3,Quarterly precipitation forecast,General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,1,3,"Accumulated rainfall during May, June, and July below normal",General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False
16651,El Salvador - Drought EAP (MDRSV017),Drought,trigger_statement_2,2,3,Below 33rd percentile,General Directorate of Threat Observatory and Natural Resources (DGOA),3 months,False,,dual-trigger,False
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,0,3,Maximum day temperature forecast of 2°C or less,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,1,3,For at least two consecutive days,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False
16682,Lesotho - Cold Wave EAP (MDRLS010),Cold Wave,trigger_statement_1,2,3,Maximum lead time of four days before onset,Lesotho Meteorological Services (LMS),4 days,False,,single-trigger,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_1,0,1,At least three municipalities in a province will have 10% of their houses damaged,Netherlands Red Cross 510 model using ECMWF data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,0,4,"50% likelihood of complete damage to over 200,000 houses nationwide",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,1,4,"60% likelihood of complete damage to more than 160,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,2,4,"70% likelihood of complete damage to more than 90,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_2,3,4,"80% likelihood of complete damage to more than 50,000 houses",Netherlands Red Cross 510 model using ECMWF forecast ensemble data,72 hours (3 days) before anticipated landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,0,3,Predicted wind speed of 185 km/h in Central or Northern Luzon (Region 1),"Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,1,3,"Predicted wind speed of 185 km/h in Eastern Visayas, Bicol or Calabarzon (Region 2)","Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False
16700,Philippines - Typhoon EAP (MDRPH055),Storm,trigger_statement_3,2,3,Predicted wind speed of 118 km/h in Caraga or Davao regions (Region 3),"Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA)",72 hours (3 days) before expected landfall,False,,multi-stage,False
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_1,0,1,Above-normal seasonal rainfall forecast,National Meteorological Agency of Chad (ANAM),Two months ahead (information available in May),False,,dual-trigger,False
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_2,0,2,Weekly Extreme Forecast Index (EFI) from ECMWF model greater than 0.8,European Centre for Medium-Range Weather Forecasts (ECMWF) and National Meteorological Agency of Chad (ANAM),7 days,False,,dual-trigger,False
16754,Chad - Floods EAP (MDRTD023),Flood,trigger_statement_2,1,2,Extreme rain forecast from National Meteorological Agency of Chad (ANAM),European Centre for Medium-Range Weather Forecasts (ECMWF) and National Meteorological Agency of Chad (ANAM),7 days,False,,dual-trigger,False
16764,Somalia - Drought EAP (MDRSO019),Drought,trigger_statement_1,0,2,SPI-12 forecast less than -1 for a district,"ICPAC (SPI-12 forecast), FEWSNET (Food Insecurity projection)",90 days (about 3 months),True,Both conditions (SPI-12 < -1 and FEWSNET projection ≥ 0.7) must be met simultaneously in the same district to trigger anticipatory actions.,dual-trigger,True
16764,Somalia - Drought EAP (MDRSO019),Drought,trigger_statement_1,1,2,FEWSNET food insecurity projection at least 0.7 in derived population-weighted index in the same district,"ICPAC (SPI-12 forecast), FEWSNET (Food Insecurity projection)",90 days (about 3 months),True,Both conditions (SPI-12 < -1 and FEWSNET projection ≥ 0.7) must be met simultaneously in the same district to trigger anticipatory actions.,dual-trigger,True
16767,Kyrgyzstan - Cold Wave EAP (MDRKG020),Cold Wave,trigger_statement_1,0,2,Forecast of cold wave with a lead time of 4 days,Kyrgyzhydromet (Hydrometeorological Service under the Ministry of Emergency Situations of the Kyrgyz Republic),4 days with confirmation at 72 hours before the event,False,,single-trigger,True
16767,Kyrgyzstan - Cold Wave EAP (MDRKG020),Cold Wave,trigger_statement_1,1,2,72-hour forecast confirmation with at least 75% probability of cold wave occurrence,Kyrgyzhydromet (Hydrometeorological Service under the Ministry of Emergency Situations of the Kyrgyz Republic),4 days with confirmation at 72 hours before the event,False,,single-trigger,True
16796,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,0,2,24-hour rainfall totals of 20mm or above forecasted 7 days ahead across western Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on the readiness trigger being met first,dual-trigger,False
16796,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,1,2,24-hour rainfall totals of 20mm or above forecasted within 3 days (72 hours) over northwestern Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on the readiness trigger being met first,dual-trigger,False
16797,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,0,2,24-hour rainfall totals of 20mm or above forecasted 7 days ahead across western Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on readiness trigger being met first,dual-trigger,False
16797,Yemen - Floods EAP (MDRYE015),Flood,trigger_statement_1,1,2,24-hour rainfall totals of 20mm or above forecasted within 3 days (72 hours) over northwestern Yemen including Hajjah Governorate,ECMWF,7 days for readiness trigger; 3 days (72 hours) for activation trigger,True,Activation trigger is conditional on readiness trigger being met first,dual-trigger,False
16827,Burundi - Floods -sEAP (MDRBI021),Flood,trigger_statement_1,0,3,ICPAC forecasts indicate that the 99th percentile of daily precipitation totals will be exceeded with a probability of 60% or more seven days before impact,"ICPAC (IGAD Climate Prediction and Application Centre), IGEBU (Burundi Geographic Institute)",7 days for ICPAC forecast in threshold 1; 3 days for combined ICPAC and IGEBU forecast in threshold 2,False,,dual-trigger,False
16827,Burundi - Floods -sEAP (MDRBI021),Flood,trigger_statement_1,1,3,IGEBU forecasts indicate that the historical threshold of 25 mm in 24 hours will be exceeded,"ICPAC (IGAD Climate Prediction and Application Centre), IGEBU (Burundi Geographic Institute)",7 days for ICPAC forecast in threshold 1; 3 days for combined ICPAC and IGEBU forecast in threshold 2,False,,dual-trigger,False
16827,Burundi - Floods -sEAP (MDRBI021),Flood,trigger_statement_1,2,3,ICPAC forecasts indicate that the 99th percentile of daily precipitation totals will be exceeded with a probability of 60% or more within the next three days,"ICPAC (IGAD Climate Prediction and Application Centre), IGEBU (Burundi Geographic Institute)",7 days for ICPAC forecast in threshold 1; 3 days for combined ICPAC and IGEBU forecast in threshold 2,False,,dual-trigger,False
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_1,0,5,"GLOFAS predicts more than 2-year return period flow in next 3 to 5 days with a probability of 50% or more at Chisapani, Chepang and Kusum stations","Department of Hydrology and Meteorology (DHM) Nepal, Global Flood Awareness System (GLOFAS), ICIMOD, RIMES",3 to 5 days for readiness trigger; 48 hours for activation trigger,True,Activation trigger depends on confirmation of readiness trigger and manual monitoring by NRCS with DHM and Climate Centre support,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_1,1,5,"Numerical weather prediction (NWP) or special weather advisories predict extreme and widespread rainfall for next three days across Babai and West Rapti basin areas and districts, provided rivers are flowing at stage level less than 2m below existing danger level","Department of Hydrology and Meteorology (DHM) Nepal, Global Flood Awareness System (GLOFAS), ICIMOD, RIMES",3 to 5 days for readiness trigger; 48 hours for activation trigger,True,Activation trigger depends on confirmation of readiness trigger and manual monitoring by NRCS with DHM and Climate Centre support,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_1,2,5,Activation trigger for Karnali: predicted water level at Chisapani station to rise 1 metre above existing danger level (10.8m) within next 48 hours,"Department of Hydrology and Meteorology (DHM) Nepal, Global Flood Awareness System (GLOFAS), ICIMOD, RIMES",3 to 5 days for readiness trigger; 48 hours for activation trigger,True,Activation trigger depends on confirmation of readiness trigger and manual monitoring by NRCS with DHM and Climate Centre support,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_1,3,5,Activation trigger for West Rapti: predicted water level at Kusum station to reach existing danger level (7.8m) within next 48 hours,"Department of Hydrology and Meteorology (DHM) Nepal, Global Flood Awareness System (GLOFAS), ICIMOD, RIMES",3 to 5 days for readiness trigger; 48 hours for activation trigger,True,Activation trigger depends on confirmation of readiness trigger and manual monitoring by NRCS with DHM and Climate Centre support,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_1,4,5,Activation trigger for Babai: predicted water level at Chepang station to reach existing danger level (6.8m) within next 48 hours,"Department of Hydrology and Meteorology (DHM) Nepal, Global Flood Awareness System (GLOFAS), ICIMOD, RIMES",3 to 5 days for readiness trigger; 48 hours for activation trigger,True,Activation trigger depends on confirmation of readiness trigger and manual monitoring by NRCS with DHM and Climate Centre support,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_2,0,2,Predicted water levels of Babai and West Rapti rivers to rise to their existing danger levels at Chepang and Kusum stations respectively within next 48 hours,"Department of Hydrology and Meteorology (DHM) Nepal, ICIMOD",48 hours,True,Evacuation actions conditional on river levels surpassing danger level and rising trend after activation trigger,multi-stage,True
16845,Nepal - Floods EAP (MDRNP017),Flood,trigger_statement_2,1,2,Evacuation only implemented once rivers surpass danger level and show rising trend based on real-time DHM data,"Department of Hydrology and Meteorology (DHM) Nepal, ICIMOD",48 hours,True,Evacuation actions conditional on river levels surpassing danger level and rising trend after activation trigger,multi-stage,True
16862,Guatemala - Floods EAP (MDRGT024),Flood,trigger_statement_1,0,1,60% probability that the path of a tropical storm (63 km/hr) or greater will enter the cyclone emergency zone of Guatemala,"National Institute of Seismology, Volcanology, Meteorology and Hydrology (INSIVUMEH) of Guatemala and National Hurricane Center (NOAA)",3 to 5 days,False,,dual-trigger,False
16862,Guatemala - Floods EAP (MDRGT024),Flood,trigger_statement_2,0,1,GLoFAS forecast exceeds 50% probability for a 3-year return period flood event in high flood risk areas,Global Flood Awareness System (GLoFAS),3 days,False,,dual-trigger,False
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_1,0,4,El Niño warning issued by INSIVUMEH for area 3.4,INSIVUMEH using IRI forecast,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_1,1,4,70% probability,INSIVUMEH using IRI forecast,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_1,2,4,Forecast period: next 3 months,INSIVUMEH using IRI forecast,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_1,3,4,Forecast issued as of June,INSIVUMEH using IRI forecast,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_2,0,3,Seasonal precipitation forecast issued by INSIVUMEH starting in June,INSIVUMEH,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_2,1,3,50% probability of precipitation below the first tercile (33rd percentile),INSIVUMEH,3 months,False,,dual-trigger,True
16877,Guatemala - Drought EAP (MDRGT023),Drought,trigger_statement_2,2,3,Forecast period: next 3 months,INSIVUMEH,3 months,False,,dual-trigger,True
16946,Comoros - Volcanic Ash (EAP) (MDRKM012),Volcanic Ash,trigger_statement_1,0,3,Level 1 (yellow alert) bulletin received two weeks before impact,"Observatoire Volcanologique du Karthala (OVK), Centre National de Documentation et de la Recherche Scientifique des Comores",Yellow alert: 2 weeks before impact; Orange alert: 4 days before impact; Red alert: 2 days before impact,True,Orange alert activation depends on prior yellow alert; red alert follows orange alert,multi-stage,False
16946,Comoros - Volcanic Ash (EAP) (MDRKM012),Volcanic Ash,trigger_statement_1,1,3,"Level 2 (orange alert) bulletin received four days before impact, triggered by anomalies such as second-level seismic crisis, second-level micro-deformation of the ground, and changes in gas composition (carbon dioxide accumulation) persisting for several hours a day","Observatoire Volcanologique du Karthala (OVK), Centre National de Documentation et de la Recherche Scientifique des Comores",Yellow alert: 2 weeks before impact; Orange alert: 4 days before impact; Red alert: 2 days before impact,True,Orange alert activation depends on prior yellow alert; red alert follows orange alert,multi-stage,False
16946,Comoros - Volcanic Ash (EAP) (MDRKM012),Volcanic Ash,trigger_statement_1,2,3,Level 3 (red alert) bulletin received two days before impact,"Observatoire Volcanologique du Karthala (OVK), Centre National de Documentation et de la Recherche Scientifique des Comores",Yellow alert: 2 weeks before impact; Orange alert: 4 days before impact; Red alert: 2 days before impact,True,Orange alert activation depends on prior yellow alert; red alert follows orange alert,multi-stage,False
16988,Eswatini - Drought EAP (MDRSZ005),Drought,trigger_statement_1,0,2,Below to normal rainfall forecast issued by Eswatini Meteorological Services starting in September,Eswatini Meteorological Services,3 months (seasonal lead time),True,The second trigger based on CDI monitoring in mid-January is conditional on the initial seasonal forecast trigger starting in September.,dual-trigger,True
16988,Eswatini - Drought EAP (MDRSZ005),Drought,trigger_statement_1,1,2,Low Composite Drought Index (CDI) average observed over the October-November-December (OND) season,Eswatini Meteorological Services,3 months (seasonal lead time),True,The second trigger based on CDI monitoring in mid-January is conditional on the initial seasonal forecast trigger starting in September.,dual-trigger,True
17037,Bangladesh - Cyclone EAP (MDRBD033),Storm,trigger_statement_1,0,3,BMD issues a Signal 4 or above warning with a lead time of 72 hours or more,"Bangladesh Meteorological Department (BMD), Indian Meteorological Department (IMD), ECMWF, GFS, JTWC",72 hours or more,False,,dual-trigger,False
17037,Bangladesh - Cyclone EAP (MDRBD033),Storm,trigger_statement_1,1,3,"At least two models among BMD, IMD, ECMWF, GFS, JTWC forecast wind speeds of 125 km/h or greater in coastal districts of Bangladesh with a lead time of 72 hours or more","Bangladesh Meteorological Department (BMD), Indian Meteorological Department (IMD), ECMWF, GFS, JTWC",72 hours or more,False,,dual-trigger,False
17037,Bangladesh - Cyclone EAP (MDRBD033),Storm,trigger_statement_1,2,3,Potential damage of 25% household assets in the respective Unions,"Bangladesh Meteorological Department (BMD), Indian Meteorological Department (IMD), ECMWF, GFS, JTWC",72 hours or more,False,,dual-trigger,False
17037,Bangladesh - Cyclone EAP (MDRBD033),Storm,trigger_statement_2,0,3,BMD issues a Signal 7 or above warning with a lead time of 30 hours or more,"Bangladesh Meteorological Department (BMD), Indian Meteorological Department (IMD)",30 hours or more,True,Activation stage is conditional on the pre-activation stage being met first,dual-trigger,False
17037,Bangladesh - Cyclone EAP (MDRBD033),Storm,trigger_statement_2,1,3,BMD or IMD forecast wind speeds of 125 km/h or greater in coastal districts of Bangladesh with a lead time of 30 hours or more,"Bangladesh Meteorological Department (BMD), Indian Meteorological Department (IMD)",30 hours or more,True,Activation stage is conditional on the pre-activation stage being met first,dual-trigger,False
